country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Uganda,2018,uniqueid_1332,Urban,Yes,4,27,Female,Other relative,Divorced/Seperated,Tertiary education,Self employed
Uganda,2018,uniqueid_1333,Rural,No,2,20,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1334,Urban,Yes,2,51,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1335,Rural,No,5,40,Male,Head of Household,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1336,Urban,No,1,24,Female,Head of Household,Divorced/Seperated,Primary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1337,Rural,Yes,5,40,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1338,Urban,Yes,4,60,Male,Head of Household,Married/Living together,Other/Dont know/RTA,Self employed
Uganda,2018,uniqueid_1339,Rural,No,6,32,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1340,Rural,Yes,1,51,Male,Head of Household,Divorced/Seperated,Primary education,Other Income
Uganda,2018,uniqueid_1341,Rural,No,6,30,Female,Spouse,Married/Living together,No formal education,No Income
Uganda,2018,uniqueid_1342,Rural,No,3,79,Female,Head of Household,Widowed,No formal education,No Income
Uganda,2018,uniqueid_1343,Rural,Yes,5,43,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1344,Urban,Yes,2,28,Male,Head of Household,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_1345,Rural,Yes,3,34,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1346,Urban,Yes,1,23,Female,Head of Household,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_1347,Urban,Yes,6,32,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1348,Urban,Yes,3,28,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_1349,Urban,No,4,62,Male,Head of Household,Married/Living together,No formal education,No Income
Uganda,2018,uniqueid_1350,Rural,Yes,4,30,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_1351,Urban,Yes,5,19,Female,Parent,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_1352,Rural,Yes,6,38,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1353,Rural,No,6,33,Female,Parent,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1354,Urban,Yes,2,30,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1355,Rural,Yes,16,28,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1356,Rural,No,16,24,Female,Parent,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1357,Rural,Yes,7,67,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1358,Rural,Yes,1,31,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1359,Rural,Yes,2,59,Female,Head of Household,Widowed,Secondary education,Other Income
Uganda,2018,uniqueid_1360,Rural,Yes,10,30,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1361,Rural,Yes,5,36,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1362,Rural,No,4,74,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1363,Rural,No,5,25,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1364,Rural,Yes,2,21,Female,Spouse,Married/Living together,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1365,Rural,Yes,7,50,Female,Head of Household,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1366,Rural,No,7,40,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1367,Rural,No,5,51,Female,Head of Household,Widowed,No formal education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1368,Rural,No,7,55,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1369,Rural,Yes,6,75,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1370,Rural,Yes,7,38,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1371,Rural,Yes,5,29,Female,Spouse,Married/Living together,No formal education,No Income
Uganda,2018,uniqueid_1372,Rural,Yes,14,27,Male,Parent,Married/Living together,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1373,Rural,Yes,1,59,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Uganda,2018,uniqueid_1374,Rural,Yes,7,45,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1375,Rural,No,2,78,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_1376,Rural,Yes,5,32,Male,Parent,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_1377,Rural,Yes,12,68,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1378,Rural,Yes,5,65,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1379,Rural,Yes,11,22,Male,Parent,Married/Living together,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1380,Rural,Yes,10,33,Female,Spouse,Married/Living together,No formal education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1381,Rural,No,1,65,Female,Head of Household,Widowed,No formal education,Other Income
Uganda,2018,uniqueid_1382,Urban,Yes,6,33,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1383,Urban,Yes,4,65,Female,Other non-relatives,Divorced/Seperated,No formal education,Other Income
Uganda,2018,uniqueid_1384,Urban,Yes,4,42,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1385,Urban,Yes,5,20,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1386,Rural,No,1,52,Male,Head of Household,Single/Never Married,No formal education,Other Income
Uganda,2018,uniqueid_1387,Rural,Yes,2,27,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_1388,Rural,Yes,8,20,Female,Parent,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_1389,Urban,Yes,4,50,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_1390,Urban,Yes,10,17,Female,Parent,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1391,Rural,Yes,2,51,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1392,Rural,Yes,5,43,Male,Head of Household,Divorced/Seperated,Secondary education,Self employed
Uganda,2018,uniqueid_1393,Rural,Yes,10,32,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1394,Rural,Yes,6,24,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1395,Urban,Yes,4,21,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1396,Urban,No,6,27,Male,Other relative,Single/Never Married,Vocational/Specialised training,Formally employed Private
Uganda,2018,uniqueid_1397,Rural,Yes,7,53,Female,Head of Household,Widowed,Primary education,Other Income
Uganda,2018,uniqueid_1398,Rural,No,5,27,Female,Other relative,Single/Never Married,Primary education,Self employed
Uganda,2018,uniqueid_1399,Rural,Yes,1,23,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Uganda,2018,uniqueid_1400,Rural,Yes,5,30,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1401,Rural,Yes,6,38,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1402,Urban,No,6,24,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1403,Rural,No,7,34,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1404,Urban,No,3,65,Male,Head of Household,Divorced/Seperated,Primary education,Other Income
Uganda,2018,uniqueid_1405,Rural,Yes,3,36,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1406,Rural,Yes,8,38,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1407,Urban,Yes,6,24,Female,Other relative,Single/Never Married,No formal education,Self employed
Uganda,2018,uniqueid_1408,Rural,Yes,5,40,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1409,Rural,Yes,8,21,Female,Parent,Divorced/Seperated,Secondary education,Self employed
Uganda,2018,uniqueid_1410,Urban,Yes,6,20,Male,Other relative,Single/Never Married,Vocational/Specialised training,No Income
Uganda,2018,uniqueid_1411,Urban,Yes,2,20,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_1412,Urban,Yes,7,45,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private
Uganda,2018,uniqueid_1413,Urban,Yes,7,24,Female,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1414,Urban,Yes,6,17,Male,Parent,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_1415,Rural,No,7,61,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1416,Rural,No,4,45,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1417,Urban,Yes,5,23,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1418,Rural,No,2,60,Female,Head of Household,Widowed,No formal education,Other Income
Uganda,2018,uniqueid_1419,Rural,No,5,26,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1420,Rural,No,4,42,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1421,Urban,Yes,12,16,Female,Parent,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_1422,Rural,Yes,7,27,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1423,Rural,No,9,32,Female,Parent,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_1424,Urban,Yes,3,19,Male,Other relative,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_1425,Rural,Yes,11,21,Female,Parent,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_1426,Urban,No,8,36,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1427,Urban,Yes,6,38,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,2018,uniqueid_1428,Rural,Yes,2,22,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,2018,uniqueid_1429,Urban,Yes,4,26,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1430,Urban,No,3,25,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1431,Rural,Yes,14,28,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1432,Rural,No,3,30,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1433,Rural,No,5,56,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1434,Rural,Yes,6,45,Male,Head of Household,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1435,Urban,Yes,8,42,Female,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_1436,Rural,Yes,10,40,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1437,Rural,No,12,37,Male,Parent,Divorced/Seperated,Secondary education,Other Income
Uganda,2018,uniqueid_1438,Rural,Yes,7,16,Male,Parent,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_1439,Urban,Yes,7,42,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1440,Rural,Yes,5,27,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_1441,Urban,Yes,5,25,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1442,Rural,No,7,20,Male,Parent,Single/Never Married,No formal education,Other Income
Uganda,2018,uniqueid_1443,Urban,No,3,65,Male,Head of Household,Widowed,No formal education,Other Income
Uganda,2018,uniqueid_1444,Rural,Yes,6,20,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1445,Rural,Yes,9,56,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1446,Rural,Yes,1,29,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Uganda,2018,uniqueid_1447,Urban,Yes,4,26,Female,Spouse,Married/Living together,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1448,Rural,Yes,2,23,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1449,Rural,Yes,2,30,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1450,Rural,Yes,15,25,Male,Parent,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_1451,Rural,Yes,7,51,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Uganda,2018,uniqueid_1452,Rural,No,4,40,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1453,Urban,Yes,4,20,Female,Parent,Single/Never Married,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1454,Rural,Yes,2,50,Male,Other non-relatives,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1455,Rural,Yes,5,46,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1456,Rural,No,3,23,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1457,Rural,No,12,48,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_1458,Rural,Yes,6,33,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1459,Rural,No,6,34,Male,Head of Household,Divorced/Seperated,Primary education,Other Income
Uganda,2018,uniqueid_1460,Rural,No,8,55,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1461,Rural,No,4,27,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1462,Rural,No,4,16,Female,Parent,Single/Never Married,Primary education,No Income
Uganda,2018,uniqueid_1463,Urban,Yes,2,35,Female,Spouse,Married/Living together,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1464,Rural,Yes,3,27,Female,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_1465,Rural,Yes,2,28,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1466,Urban,No,6,65,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Uganda,2018,uniqueid_1467,Rural,Yes,1,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,2018,uniqueid_1468,Rural,Yes,7,20,Male,Child,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1469,Rural,Yes,8,58,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1470,Rural,Yes,12,53,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1471,Rural,Yes,4,21,Male,Head of Household,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1472,Rural,No,4,29,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1473,Rural,Yes,5,60,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Uganda,2018,uniqueid_1474,Rural,Yes,4,33,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1475,Urban,Yes,4,17,Female,Other relative,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_1476,Rural,Yes,7,27,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1477,Rural,No,5,24,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1478,Rural,Yes,6,39,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1479,Rural,Yes,4,34,Male,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1480,Rural,No,6,28,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1481,Rural,Yes,5,45,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1482,Rural,No,1,65,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1483,Rural,Yes,2,20,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1484,Rural,Yes,4,29,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1485,Rural,Yes,4,45,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1486,Rural,Yes,3,36,Female,Head of Household,Married/Living together,Secondary education,No Income
Uganda,2018,uniqueid_1487,Rural,Yes,3,48,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1488,Urban,Yes,6,48,Female,Spouse,Married/Living together,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1489,Rural,Yes,2,49,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1490,Urban,Yes,4,48,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1491,Urban,Yes,3,21,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1492,Rural,No,3,18,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1493,Rural,Yes,4,35,Male,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1494,Rural,Yes,8,19,Female,Parent,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_1495,Rural,Yes,3,36,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1496,Rural,Yes,1,32,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1497,Urban,Yes,10,17,Male,Other relative,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_1498,Rural,Yes,5,30,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1499,Rural,Yes,5,51,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1500,Rural,Yes,4,28,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1501,Rural,No,5,54,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1502,Urban,Yes,7,30,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Uganda,2018,uniqueid_1503,Urban,Yes,6,18,Female,Child,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_1504,Rural,Yes,6,36,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1505,Rural,Yes,8,21,Female,Parent,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_1506,Urban,Yes,6,44,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1507,Rural,Yes,4,19,Female,Parent,Single/Never Married,Primary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1508,Rural,Yes,7,34,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1509,Rural,No,8,38,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1510,Rural,Yes,6,30,Female,Head of Household,Widowed,Primary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1511,Urban,No,3,20,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,2018,uniqueid_1512,Rural,Yes,7,47,Male,Head of Household,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1513,Urban,Yes,2,43,Female,Spouse,Married/Living together,Secondary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1514,Urban,Yes,5,26,Female,Parent,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_1515,Rural,Yes,4,19,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1516,Rural,No,5,61,Female,Parent,Widowed,No formal education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1517,Urban,Yes,3,64,Male,Head of Household,Divorced/Seperated,No formal education,No Income
Uganda,2018,uniqueid_1518,Rural,Yes,9,48,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed
Uganda,2018,uniqueid_1519,Urban,Yes,14,18,Male,Parent,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_1520,Urban,No,6,16,Male,Parent,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_1521,Urban,Yes,3,24,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,2018,uniqueid_1522,Urban,Yes,5,21,Female,Parent,Single/Never Married,Primary education,No Income
Uganda,2018,uniqueid_1523,Rural,Yes,5,28,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1524,Rural,Yes,1,52,Male,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_1525,Urban,Yes,1,25,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Uganda,2018,uniqueid_1526,Rural,No,4,73,Female,Parent,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1527,Rural,No,3,55,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1528,Rural,Yes,10,54,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1529,Rural,No,5,24,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1530,Rural,Yes,7,48,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1531,Urban,No,3,30,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1532,Urban,Yes,2,59,Male,Head of Household,Widowed,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1533,Rural,No,2,30,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1534,Urban,Yes,2,30,Male,Other relative,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1535,Rural,No,10,16,Male,Head of Household,Single/Never Married,Primary education,No Income
Uganda,2018,uniqueid_1536,Urban,Yes,4,22,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1537,Rural,Yes,3,18,Female,Spouse,Married/Living together,Primary education,Formally employed Private
Uganda,2018,uniqueid_1538,Rural,Yes,4,24,Male,Other non-relatives,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_1539,Urban,Yes,12,21,Male,Parent,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_1540,Rural,Yes,1,56,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1541,Rural,Yes,4,80,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1542,Rural,Yes,4,47,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1543,Rural,Yes,7,36,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1544,Rural,No,4,28,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1545,Rural,No,5,30,Female,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1546,Rural,No,8,43,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1547,Rural,No,4,28,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1548,Urban,Yes,2,20,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Uganda,2018,uniqueid_1549,Rural,Yes,3,20,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1550,Rural,Yes,12,35,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1551,Rural,Yes,2,26,Female,Head of Household,Single/Never Married,No formal education,Self employed
Uganda,2018,uniqueid_1552,Rural,Yes,6,26,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1553,Rural,No,2,58,Male,Head of Household,Divorced/Seperated,Primary education,No Income
Uganda,2018,uniqueid_1554,Urban,Yes,7,23,Female,Other relative,Single/Never Married,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1555,Rural,No,3,54,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1556,Rural,Yes,4,19,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1557,Rural,Yes,14,22,Female,Parent,Divorced/Seperated,Primary education,Other Income
Uganda,2018,uniqueid_1558,Urban,Yes,4,25,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Uganda,2018,uniqueid_1559,Rural,No,5,25,Male,Head of Household,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1560,Rural,Yes,1,47,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_1561,Rural,Yes,3,18,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1562,Rural,No,1,60,Male,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1563,Rural,Yes,4,18,Female,Other relative,Single/Never Married,Primary education,Self employed
Uganda,2018,uniqueid_1564,Rural,Yes,6,41,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1565,Rural,Yes,8,50,Male,Head of Household,Divorced/Seperated,No formal education,Self employed
Uganda,2018,uniqueid_1566,Rural,Yes,4,46,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1567,Rural,Yes,5,32,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1568,Rural,Yes,4,24,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1569,Urban,Yes,5,24,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,2018,uniqueid_1570,Rural,Yes,1,25,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_1571,Rural,No,5,33,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1572,Rural,Yes,5,38,Female,Parent,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1573,Rural,No,4,95,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_1574,Rural,Yes,1,29,Female,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_1575,Urban,Yes,5,39,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1576,Rural,Yes,7,46,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1577,Rural,No,12,25,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1578,Rural,Yes,9,44,Female,Spouse,Married/Living together,No formal education,No Income
Uganda,2018,uniqueid_1579,Rural,No,7,40,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1580,Rural,Yes,5,32,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1581,Urban,Yes,7,20,Female,Other relative,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_1582,Rural,No,7,78,Female,Head of Household,Widowed,No formal education,Other Income
Uganda,2018,uniqueid_1583,Urban,Yes,2,34,Female,Spouse,Married/Living together,Secondary education,Other Income
